Timestamp,Pilih Nama Sekolah ,Peran Anda,Apakah Bapak/Ibu sudah membaca laporan karakter bulan ini secara lengkap?,"Setelah membaca laporan, apa yang Bapak/Ibu lakukan?  (Boleh pilih lebih dari satu)","Dalam skala 1–5, seberapa mudah laporan ini dipahami?", Kelengkapan data yang disajikan dalam laporan,Relevansi indikator karakter dengan kondisi nyata di kelas,Kejelasan rekomendasi tindak lanjut yang diberikan,Ketepatan waktu pengiriman laporan,"Kualitas komunikasi Tim Fammi (responsif, sopan, membantu)",Apa SATU HAL yang paling Bapak/Ibu sukai dari laporan karakter ini? ,Apa satu hal yang ingin Bapak/Ibu lihat diperbaiki atau ditambahkan di laporan bulan depan?
5/7/2026 14:25:28,SMP TELKOM MAKASSAR,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menghubungi orang tua siswa yang perlu perhatian, Menyesuaikan pendekatan pembelajaran di kelas",4,4,4,2,3,5,Saya bisa melihat siswa yang perlu perhatian,
5/7/2026 14:48:08,SMK TELKOM 1 MEDAN,Guru Mata Pelajaran,Sudah Baca Sebagian,"Mendiskusikan data dengan sesama guru, Menyesuaikan pendekatan pembelajaran di kelas",4,4,3,3,4,4,-,-
5/7/2026 14:51:00,SMK TELKOM JAKARTA,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian""",5,5,5,5,5,5,Memberikan pemahaman bagi  guru siswa dan ortu,-
5/7/2026 14:52:02,SMK TELKOM BANDUNG,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",3,3,4,4,4,4,Masih belum menemukan,"Kesimpulan dari Fammi dari 3 data yg dihimpun (walikelas, siswa dan orangtua) "
5/7/2026 14:56:34,SMK TELKOM SIDOARJO,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",5,5,4,4,4,4,Sederhana dan mudah,
5/7/2026 14:56:36,SMK TELKOM MAKASSAR,Wali Kelas dan BK,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menghubungi orang tua siswa yang perlu perhatian",4,4,3,4,4,5,Bahasa yg mudah dipahami,-
5/7/2026 14:57:31,TK TELKOM TERNATE,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,4,4,3,4,4,Sangat membantu ,Sangat membantu 
5/7/2026 14:58:21,SMP TELKOM MAKASSAR,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menghubungi orang tua siswa yang perlu perhatian",4,4,4,4,4,4,Akses dalam pengisian data lebih mufah baik peserta didik maupun orang tua,Saat ini perlu bagaimana pemetaan lagi pada peserta didik perlu perhatian agar lebih efektif lagi ke depan.
5/7/2026 15:01:31,SMK TELKOM JAKARTA,Wali Kelas,Sudah Baca Sebagian,"Menyesuaikan pendekatan pembelajaran di kelas, Belum melakukan tindak lanjut apapun",2,3,3,3,3,3,Tidak ada,Gasil output yg lebih ringkas
5/7/2026 15:02:18,SMK TELKOM JAKARTA,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",3,5,4,4,4,5,Lengkap dan detail,Saran tindak lanjut untuk tiap siswa
5/7/2026 15:02:48,SMK TELKOM MAKASSAR,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,4,3,3,5,5,-,-
5/7/2026 15:07:20,TK TELKOM PADANG,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menghubungi orang tua siswa yang perlu perhatian, Menyesuaikan pendekatan pembelajaran di kelas",4,4,4,4,4,5,memahami nya mudah,
5/7/2026 15:09:46,SMP TELKOM MAKASSAR,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,4,3,3,4,5,Saya mengetahui hal yang diinginkan orang tua ,Lebih responsif lagi kepada orang tua siswa 
5/7/2026 15:10:54,SD TELKOM BATAM,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menyesuaikan pendekatan pembelajaran di kelas",4,4,4,4,4,5,Jelas,-
5/7/2026 15:11:47,SMP TELKOM MAKASSAR,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian""",3,3,3,3,3,3,-,-
5/7/2026 15:16:51,SMK TELKOM 1 MEDAN,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",2,3,4,4,2,4,lebih mengenal karakter anak,"sama seperti yg sudah disampaikan saat diskusi, butuhnya akun sehingga dapat memantau pengisian guru, kemudian akan lebih baik jika ditetapkan minimal berapa indikator yang harus diisi, karna kalau 1 indikator  saja dari satu empati akan kurang valid"
5/7/2026 15:17:43,TK TELKOM PADANG,Wali Kelas,Ya,Menyesuaikan pendekatan pembelajaran di kelas,4,5,5,5,5,5,Memudahkan untuk mengisi karakter yg anak dan mengetahui karakter anak ketika dirumah bersama orangtua ,Kebiasaan yg paling rutin dilakukan anak bersama orangtua untuk melihat kebersamaan orangtua dan anak ketika mengulang kegiatan pembelajaran dirumah
5/7/2026 15:39:08,SD TELKOM BATAM,Wali Kelas,Ya,Menyesuaikan pendekatan pembelajaran di kelas,4,4,3,3,4,5,-,-
5/7/2026 15:40:13,SD TELKOM BATAM,Wali Kelas,Ya,Mendiskusikan data dengan sesama guru,4,5,4,5,5,5,Adanya peningkatan karakter baik anak,yg d perbaiki menerima dan mencerna setiap pengaduan anak ke guru
5/7/2026 15:46:31,TK TELKOM PADANG,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",5,5,5,5,5,5,Menjadi lebih terdata anak yang diperhatikan orangtua dan mana yang tidak diperhatikan orangtua. Sebab melalui hasil refleksi orangtua bisa dilihat keselarasan hasil dari guru kelas dan orangtua,Mohon ditambahkan pertanyaan apakah orangtua ada menanyakan apa saja aktivitas anak disekolah kepada anak? Atau melakukan refleksi ulang kepada anak dirumah untuk mengembangkan bahasa anak. Sebab aktivitas kegiatan telah di sampaikan di group. Namun banyak orangtua yang sibuk sehingga tempat anak menyampaikan apa yang dipelajari di kelas tidak tersalurkan. 
5/7/2026 15:49:38,SMP TELKOM MAKASSAR,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian"", Menghubungi orang tua siswa yang perlu perhatian",4,4,2,2,4,3,"Lumayan Lengkap, bisa menjadi Acuan saya untuk pelaporan Ke Orang Tua saat ada Parent Teache Confer",Sepertinya Untuk pengisian dari Orang Tua mengalami kesulitan terkait kesibukan dan Kesiapan orang Tua peserta didik
5/7/2026 16:00:52,TK TELKOM PADANG,Wali Kelas,Ya,Menyesuaikan pendekatan pembelajaran di kelas,5,4,5,4,4,5,Laporannya dipaparkan secara jelas dan mudah dipahami. Dan laporan ini sangat membantu memberikan informasi terkait perkembangan siswa. ,Untuk saat ini sudah baik 
5/7/2026 16:00:57,TK TELKOM PADANG,Wali Kelas,Ya,Menyesuaikan pendekatan pembelajaran di kelas,5,5,5,5,5,5,Laporan nya tertata rapi dan jelas,Untuk saat ini sudah baik
5/7/2026 16:26:15,SMK TELKOM MAKASSAR,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",4,5,4,4,4,4,"Pemberian icon atau item pada laporan karakter, dengan adanya warna-warni pada laporan membuat kita tidak bosan",Ada tapi masih memilih kata kata yang tepat untuk diutarakan
5/7/2026 16:31:31,TK TELKOM TERNATE,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,4,5,4,4,5,Lebih mempermudah kami ,Kami masih perlu untuk banyak belajar🙏🏻
5/7/2026 16:38:48,TK TELKOM BUAH BATU,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru",4,4,3,2,4,4,Memudahkan merekap penilaian karakter,Indikator tentang pengendalian emosi dan sosialisasi pada anak
5/7/2026 16:38:50,TK TELKOM BUAH BATU,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru",4,4,3,2,4,4,Memudahkan dalam merekap karakter anak,Indikator  pengendalian emosi & sosialisasi 
5/7/2026 16:54:16,TK TELKOM TERNATE,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menghubungi orang tua siswa yang perlu perhatian, Menyesuaikan pendekatan pembelajaran di kelas",4,5,4,4,5,5,"Kami jadi bisa memahami karakter anak ketika dirumah, dan komunikasi yang jarang kami dapat karena kesibukan orang tua ",Sejauh ini belum ada 
5/7/2026 16:59:16,SMK TELKOM 2 MEDAN,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",5,5,5,5,5,5,Lebih mudah memahami karakter siswa,-
5/7/2026 17:03:40,SMK TELKOM 1 MEDAN,Wakasek,Ya,Belum melakukan tindak lanjut apapun,2,2,3,2,2,4,maaf..........belum saya dapatkan,"waktu untuk mengajar jadi tidak efektif, karena dalam mengisi nya harus tepat waktu dan tepat sasaran, disaaat jam mengajar, klo di luar jam mengajar dalam penilaian nya jadi ngarang, jika ingin mendapatkan hasil mendekati hal yg sebenarnya dari karakter si anak  harus mengisi semua indikator dan di isi oleh sebagian besar guru"
5/7/2026 17:50:29,SMK TELKOM PURWOKERTO,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru",3,3,3,3,3,4,Detail,Sepertinya output bisa dibuat lebih simple lagi
5/7/2026 18:00:07,TK TELKOM PADANG,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",5,5,5,5,5,5,"Saya menyukai bahwa laporan karakter ini tidak hanya menyampaikan hasil akhir anak tetapi juga menggambarkan proses perkembangan sikap, kebiasaan baik dan potensi anak secara jelas sehingga saya dapat lebih memahami perkembangan anak secara menyeluruh","Saya berharap pada laporan bulan depan dapat ditambahkan contoh kegiatan atau perilaku anak sehari-hari disekolah, sehingga perkembangan karakter anak terlihat lebih nyata dan mudah dipahami oleh orang tua"
5/7/2026 20:03:51,SMK TELKOM 2 MEDAN,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",4,5,5,5,5,5,visualiasi,lebih ke minimalist saja pak.. bu...
5/7/2026 20:37:43,SMK PARIWISATA TELKOM BANDUNG,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",4,5,4,4,5,5,"sudah sangat lengkap dan dapat dipahami, saya jadi lebih memahami siswa yang butuh pendampingan lebih",
5/7/2026 20:44:03,SMK PARIWISATA TELKOM BANDUNG,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menghubungi orang tua siswa yang perlu perhatian",4,4,4,4,4,4,laporan mudah di pahami dan jelas,belum ada
5/7/2026 20:50:35,SMK PARIWISATA TELKOM BANDUNG,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menghubungi orang tua siswa yang perlu perhatian, Menyesuaikan pendekatan pembelajaran di kelas",3,4,3,4,4,4,Memberikan informasi tentang karakter anak,Solusi terbaik untuk memperbaiki karakter anak
5/7/2026 21:09:11,SMK PARIWISATA TELKOM BANDUNG,Guru Mata Pelajaran,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menyesuaikan pendekatan pembelajaran di kelas",4,4,4,4,4,5,"Penilaian pribadi, ketika dilakukan secara bersama ternyata membuka sudut pandang yang berbeda","Saran : latar belakang kondisi keluarga, mungkin bs ditampilkan secara garis besar datanya, sehingga pada saat memberikan tindaklanjut bs dipahami latar belakangnya. Misalnya anak ke berapa?, keluarga utuh atau tidak, dsb. Mudah2an ini bisa bermanfaat terutama siswa yg memerlukan perhatian lebih. Terima kasih"
5/7/2026 21:29:13,SMK PARIWISATA TELKOM BANDUNG,Wakasek,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,4,4,4,4,4,Menampilkan nilai tertinggi dan terendah serta siswa memiliki poin tertinggi dan terendah,
5/7/2026 21:29:37,SMK PARIWISATA TELKOM BANDUNG,Wali Kelas,Baru Melihat Ringkasannya Saja,Menyesuaikan pendekatan pembelajaran di kelas,3,3,3,3,3,3,Detail,Sudah baik
5/8/2026 6:25:23,SMP TELKOM MAKASSAR,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian""",4,5,4,5,5,5,Dapat memahami keinginan orang tua ,Untuk saat ini tidak ada
5/8/2026 6:26:47,SMP TELKOM MAKASSAR,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",4,4,4,3,5,5,Saya dapat menyesuaikan kebutuhan orang tua terhadap anak wali saya ,
5/8/2026 6:40:48,SMP TELKOM MAKASSAR,Wali Kelas,Ya,Mendiskusikan data dengan sesama guru,3,4,3,3,5,4,Bisa membaca laporan saran siswa ke sekolah,Butuh penjelasan rekomendasi tindak lanjut.
5/8/2026 6:42:55,SMP TELKOM MAKASSAR,Wali Kelas,Sudah Baca Sebagian,"Mendiskusikan data dengan sesama guru, Belum melakukan tindak lanjut apapun",2,3,3,3,5,5,Membaca,Pelaporannya sebaiknya dilakuka 3 atau 6 bulan sekali
5/8/2026 6:45:39,SMP TELKOM MAKASSAR,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian"", Belum melakukan tindak lanjut apapun",3,3,4,4,3,5,Mengetahui perkembangan Peserta Didik dengan terstruktur,Perkembangan Peserta Didik dalam hal karakter
5/8/2026 7:02:47,SD TELKOM BATAM,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menghubungi orang tua siswa yang perlu perhatian, Menyesuaikan pendekatan pembelajaran di kelas",4,5,4,5,5,5,Dapat mengkomunikasikan dengan singkron antara karakter siswa dirumah dan di swkolah,Aspek kemandirian
5/8/2026 7:20:28,SMK TELKOM BANJARBARU,Wakasek,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menghubungi orang tua siswa yang perlu perhatian",4,4,4,4,4,4,Siswa dapat mengisi cerita hati mereka,Tetap ada hasil yg persiswa
5/8/2026 7:21:14,SMP TELKOM MAKASSAR,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian"", Belum melakukan tindak lanjut apapun",3,4,3,3,5,4,"lengkap, namun terlalu banyak untuk di laporkan ke orangtua siswa",boleh di rangkum lagi hal prioritas tentang perkembangan karakter siswanya
5/8/2026 7:32:26,SMP TELKOM MAKASSAR,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,4,4,4,4,4,Mudah di pahami,
5/8/2026 7:33:37,SMP TELKOM MAKASSAR,Guru Mata Pelajaran,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",5,5,4,5,5,5,Bisa melihat bagaimana pendapat orang tua mengenai kepribadian ananda di rumah,Siswa lebih komunikatif dalam menyampaikan perasaannya 
5/8/2026 8:50:42,SMP TELKOM MAKASSAR,Wali Kelas,Ya,Menyesuaikan pendekatan pembelajaran di kelas,5,5,5,5,3,5,Bisa menilai secara detail per siswa yang ada di kelas ,"Agak kesulitan meminta hasil pengisian surveynya ke orang tua siswa, karena kesibukan setiap orang tua siswa berbeda beda "
5/8/2026 11:02:48,TK TELKOM PADANG,Wali Kelas,Ya,Mendiskusikan data dengan sesama guru,4,4,4,4,4,4,Sesuai dengan pelaksanaan dilapangan ,"Di efektifkan lagi untuk ortu , terkadang ortu sibuk dan lalai mengisi link,  akhirnya guru kelas berulang ulang memberi pesan kepada ortu yg slowrespon dikarenakan sibuk tadi"
5/8/2026 12:46:32,SMK TELKOM 2 MEDAN,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",5,5,5,5,5,5,"Dengan adanya laporan ini, saya menjadi lebih tau secara dalam karakter dari siswa",-
5/8/2026 12:46:41,SMK TELKOM 2 MEDAN,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menghubungi orang tua siswa yang perlu perhatian, Menyesuaikan pendekatan pembelajaran di kelas",3,4,4,3,4,4,Detail,Tidak ada
5/8/2026 13:26:28,TK TELKOM PADANG,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,5,5,5,4,5,Komentar dari orang tua memberi masukan bagi kita,Sudah bagus
5/8/2026 14:36:38,SMK TELKOM 2 MEDAN,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",3,4,4,3,4,3,Saya dapat menemukan dan membaca masukan dari orang tua dan murid,"Saran/ masukan/ khasiat yg harus saya lakukan sebagai wali kelas terhadap murid, agar para siswa merasa senang dan nyaman serta merasa positif di lingkungan sekolah dan dapat meningkatkan minat belajar siswa"
5/8/2026 14:49:37,TK TELKOM BATAM,Wali Kelas,Ya,Menyesuaikan pendekatan pembelajaran di kelas,5,5,5,5,5,5,"Satu hal yang paling saya sukai dari laporan karakter ini adalah penyajiannya yang jelas dan mudah dipahami, sehingga perkembangan sikap, kebiasaan positif, serta karakter anak dapat terlihat secara menyeluruh dan membantu orang tua maupun guru dalam mendukung perkembangan anak dengan lebih baik.","Satu hal yang ingin saya lihat diperbaiki pada laporan bulan depan adalah penambahan contoh kegiatan atau perilaku nyata anak selama di sekolah, sehingga perkembangan karakter anak dapat terlihat lebih spesifik dan mudah dipahami oleh orang tua."
5/8/2026 14:54:16,TK TELKOM BATAM,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",5,5,5,5,5,5,"Saya menyukai laporan karakter ini karena dapat memberikan gambaran perkembangan sikap, kebiasaan, dan perilaku anak secara lebih jelas dan menyeluruh, sehingga orang tua dan guru dapat bekerja sama dalam mendukung perkembangan karakter anak dengan lebih baik.",-
5/8/2026 15:25:17,SMK PARIWISATA TELKOM BANDUNG,Wali Kelas,Sudah Baca Sebagian,"Mendiskusikan data dengan sesama guru, Menyesuaikan pendekatan pembelajaran di kelas",3,3,3,3,3,4,laporan karakter ini cukup lengkap tapi masih standar belum tergali secara mendalam.detailnya ..cenderung permukaannya saja ,"saya ingin ada semacam solusi yg di berikan oleh tim admin utk penguatan karakternya atau semacam tindak lanjutnya utk anak2 5 terbaik ,yg standar juga yang 5 terbawah  .Bukan sekedar laporan saja....karena hasilnya hampir mirip dgn akademik juga rapor JIWA telkom school..Hanya yg Fammi lebih lengkap. Demikian terima kasih"
5/8/2026 18:13:06,TK TELKOM BANJARBARU,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menyesuaikan pendekatan pembelajaran di kelas",4,4,4,4,4,4,Jujur dan Positif,Tidak ada
5/8/2026 21:33:23,SMK TELKOM 2 MEDAN,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",5,5,5,5,5,5,membantu saya untuk mengetahui isi hati anak anak yang terkadang sulit untuk terbuka dengan saya sebagai walikelas,
5/9/2026 8:55:01,SD TELKOM BATAM,Wali Kelas,Sudah Baca Sebagian,"Mengecek daftar siswa ""Perlu Perhatian""",3,3,3,3,4,4,Bagus cuma awalnya mengbingungkan ,Mungkin agak lebih simple lg
5/11/2026 14:59:05,SMK TELKOM JAKARTA,Guru Mata Pelajaran,Ya,Menyesuaikan pendekatan pembelajaran di kelas,5,5,5,5,5,5,Lebih bisa komunikasi 2 arah terhadap anak amak dengan orang tua,Kedapanya bisa ngelink dengan orang tua
5/11/2026 15:01:53,SMK TELKOM BANJARBARU,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,4,4,4,4,4,data akurat ,tidak ada
5/12/2026 17:10:08,SD TELKOM BATAM,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,5,4,5,5,5,Jelas dan mudah dipahami,D
5/14/2026 13:39:05,TK TELKOM DAYEUHKOLOT,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menyesuaikan pendekatan pembelajaran di kelas",4,4,3,4,4,4,mudah di akses,relevansi dengan keadaan di kelas
5/14/2026 13:39:10,TK TELKOM DAYEUHKOLOT,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Mendiskusikan data dengan sesama guru, Menyesuaikan pendekatan pembelajaran di kelas",4,4,3,4,4,5,mudah di akses dimanapun ,relevansi dengan keadaan dikelas
5/14/2026 13:39:15,TK TELKOM DAYEUHKOLOT,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian""",4,4,3,4,4,5,mudah diakses dimana saja,relevansi dengan keadaan dikelas
5/14/2026 13:50:45,TK TELKOM DAYEUHKOLOT,Wali Kelas,Ya,Mendiskusikan data dengan sesama guru,4,4,3,4,4,4,Dapat diakses dimana saja secara mudah,Untuk Relevansi mohon lebih detail lagi
5/15/2026 3:38:46,SMK TELKOM SIDOARJO,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menyesuaikan pendekatan pembelajaran di kelas",5,5,5,4,5,5,Lengkap dan jelas,Platform bisa diperbagus lagi
5/15/2026 10:57:58,SD TELKOM BATAM,Wali Kelas,Ya,"Mengecek daftar siswa ""Perlu Perhatian"", Menghubungi orang tua siswa yang perlu perhatian",4,4,4,4,4,5,Lengkap,-
5/21/2026 15:38:34,SMK TELKOM MAKASSAR,Wali Kelas,Ya,Mendiskusikan data dengan sesama guru,4,4,4,5,5,5,Kaami bisa lebih fokus lagi melihat perkembangan siswa(i),-